DATE,M1
1996-09-30,2623000.0
1996-10-31,2679820.0
1996-11-30,2742200.0
1996-12-31,2851500.0
1997-01-31,3057300.0
1997-02-28,2910300.0
1997-03-31,2905800.0
1997-04-30,2999100.0
1997-05-31,3027500.0
1997-06-30,3107400.0
1997-07-31,3110000.0
1997-08-31,3159499.0
1997-09-30,3224500.0
1997-10-31,3242200.0
1997-11-30,3290900.0
1997-12-31,3482627.0
1998-01-31,3558560.0
1998-02-28,3339500.0
1998-03-31,3311000.0
1998-04-30,3336000.0
1998-05-31,3355300.0
1998-06-30,3377600.0
1998-07-31,3435600.0
1998-08-31,3505000.0
1998-09-30,3650100.0
1998-10-31,3678670.0
1998-11-30,3741400.0
1998-12-31,3895368.0
1999-01-31,3901100.0
1999-02-28,3874900.0
1999-03-31,3805400.0
1999-04-30,3805300.0
1999-05-31,3800400.0
1999-06-30,3882200.0
1999-07-31,3899100.0
1999-08-31,4009500.0
1999-09-30,4191400.0
1999-10-31,4226500.0
1999-11-30,4337000.0
1999-12-31,4583730.0
2000-01-31,4657010.0
2000-02-29,4467920.0
2000-03-31,4515845.0
2000-04-30,4631903.0
2000-05-31,4649023.0
2000-06-30,4802440.0
2000-07-31,4780309.0
2000-08-31,4888538.0
2000-09-30,5061689.0
2000-10-31,4995284.0
2000-11-30,5078749.0
2000-12-31,5314715.0
2001-01-31,5440623.0
2001-02-28,5199768.0
2001-03-31,5303336.0
2001-04-30,5326132.0
2001-05-31,5254299.0
2001-06-30,5518736.0
2001-07-31,5350280.0
2001-08-31,5580892.0
2001-09-30,5664396.0
2001-10-31,5611490.0
2001-11-30,5657956.0
2001-12-31,5987159.0
2002-01-31,6057723.0
2002-02-28,5870397.0
2002-03-31,5947567.0
2002-04-30,6046204.0
2002-05-31,6124753.0
2002-06-30,6314469.0
2002-07-31,6348841.0
2002-08-31,6486950.0
2002-09-30,6680029.0
2002-10-31,6710077.0
2002-11-30,6799328.0
2002-12-31,7088219.0
2003-01-31,7240605.0
2003-02-28,6975705.0
2003-03-31,7143921.0
2003-04-30,7132154.0
2003-05-31,7277815.0
2003-06-30,7592352.0
2003-07-31,7615304.0
2003-08-31,7703330.0
2003-09-30,7916414.0
2003-10-31,8026737.0
2003-11-30,8081522.0
2003-12-31,8411881.0
2004-01-31,8380590.0
2004-02-29,8355643.0
2004-03-31,8581557.0
2004-04-30,8560364.0
2004-05-31,8678037.0
2004-06-30,8862714.0
2004-07-31,8798245.0
2004-08-31,8912533.0
2004-09-30,9043921.0
2004-10-31,9078272.0
2004-11-30,9238713.0
2004-12-31,9597082.0
2005-01-31,9707903.0
2005-02-28,9281495.0
2005-03-31,9474319.0
2005-04-30,9459372.0
2005-05-31,9580201.0
2005-06-30,9860125.0
2005-07-31,9767410.0
2005-08-31,9937770.0
2005-09-30,10096400.0
2005-10-31,10175198.0
2005-11-30,10412578.0
2005-12-31,10727991.0
2006-01-31,10725068.0
2006-02-28,10435708.0
2006-03-31,10673708.0
2006-04-30,10638911.0
2006-05-31,10921922.0
2006-06-30,11234236.0
2006-07-31,11265304.0
2006-08-31,11484567.0
2006-09-30,11681410.0
2006-10-31,11835996.0
2006-11-30,12164495.0
2006-12-31,12602805.0
2007-01-31,12848406.0
2007-02-28,12625808.0
2007-03-31,12788131.0
2007-04-30,12767833.0
2007-05-31,13027580.0
2007-06-30,13584740.0
2007-07-31,13623743.0
2007-08-31,14099321.0
2007-09-30,14259157.0
2007-10-31,14464933.0
2007-11-30,14800982.0
2007-12-31,15251917.0
2008-01-31,15487259.0
2008-02-29,15017788.0
2008-03-31,15086747.0
2008-04-30,15169491.0
2008-05-31,15334475.0
2008-06-30,15482015.0
2008-07-31,15499244.0
2008-08-31,15688992.0
2008-09-30,15574897.0
2008-10-31,15719436.0
2008-11-30,15782663.0
2008-12-31,16621713.0
2009-01-31,16521434.0
2009-02-28,16614960.0
2009-03-31,17654113.0
2009-04-30,17821357.0
2009-05-31,18202558.0
2009-06-30,19313815.0
2009-07-31,19588927.0
2009-08-31,20039483.0
2009-09-30,20170814.0
2009-10-31,20754574.0
2009-11-30,21249320.0
2009-12-31,22144581.0
2010-01-31,22958898.0
2010-02-28,22428695.0
2010-03-31,22939793.0
2010-04-30,23390976.0
2010-05-31,23649788.0
2010-06-30,24058000.0
2010-07-31,24066407.0
2010-08-31,24434064.0
2010-09-30,24382190.0
2010-10-31,25331317.0
2010-11-30,25942032.0
2010-12-31,26662154.0
2011-01-31,26176501.0
2011-02-28,25920050.0
2011-03-31,26625548.0
2011-04-30,26676691.0
2011-05-31,26928963.0
2011-06-30,27466257.0
2011-07-31,27054565.0
2011-08-31,27339377.0
2011-09-30,26719316.0
2011-10-31,27655267.0
2011-11-30,28141637.0
2011-12-31,28984770.0
2012-01-31,27001040.0
2012-02-29,27031211.0
2012-03-31,27799811.0
2012-04-30,27498382.0
2012-05-31,27865631.0
2012-06-30,28752617.0
2012-07-31,28309068.0
2012-08-31,28573927.0
2012-09-30,28678821.0
2012-10-31,29330978.0
2012-11-30,29688300.0
2012-12-31,30866423.0
2013-01-31,31122855.0
2013-02-28,29610324.0
2013-03-31,31089829.0
2013-04-30,30764842.0
2013-05-31,31020448.0
2013-06-30,31349982.0
2013-07-31,31059646.0
2013-08-31,31408591.0
2013-09-30,31233034.0
2013-10-31,31950938.0
2013-11-30,32482192.0
2013-12-31,33729105.0
2014-01-31,31490055.0
2014-02-28,31662511.0
2014-03-31,32768374.0
2014-04-30,32448252.0
2014-05-31,32783956.0
2014-06-30,34148745.0
2014-07-31,33134732.0
2014-08-31,33202323.0
2014-09-30,32722021.0
2014-10-31,32961773.0
2014-11-30,33511413.0
2014-12-31,34805641.0
2015-01-31,34810950.22
2015-02-28,33443922.27
2015-03-31,33721052.0
2015-04-30,33638824.0
2015-05-31,34308586.0
2015-06-30,35608285.55
2015-07-31,35312219.38
2015-08-31,36279373.0
2015-09-30,36441690.0
2015-10-31,37580644.97
2015-11-30,38761832.0
2015-12-31,40095344.0
2016-01-31,41268564.0
2016-02-29,39250469.63
2016-03-31,41158131.0
2016-04-30,41350484.0
2016-05-31,42425070.1925
2016-06-30,44364370.0218
2016-07-31,44293443.0834
2016-08-31,45454359.8692
2016-09-30,45434025.0
2016-10-31,46544664.7485
2016-11-30,47540554.1518
2016-12-31,48655723.7371
2017-01-31,47252645.0
2017-02-28,47652759.5187
2017-03-31,48877009.0
2017-04-30,49018041.9727
2017-05-31,49638978.22
2017-06-30,51022816.5977
2017-07-31,51048457.7519
2017-08-31,51811392.98
2017-09-30,51786303.7329
2017-10-31,52597719.042
2017-11-30,53556504.9541
2017-12-31,54379014.5191
2018-01-31,54324712.5702
2018-02-28,51703599.2841
2018-03-31,52354007.4558
2018-04-30,52544777.0336
2018-05-31,52627671.5544
2018-06-30,54394471.2308
2018-07-31,53662429.3881
2018-08-31,53832464.435
2018-09-30,53857408.2469
2018-10-31,54012837.0
2018-11-30,54349866.0932
2018-12-31,55168591.0
2019-01-31,54563845.9503
2019-02-28,52719047.6666
2019-03-31,54757554.2289
2019-04-30,54061460.4574
2019-05-31,54435563.9522
2019-06-30,56769618.3228
2019-07-31,55304310.7948
2019-08-31,55679808.7459
2019-09-30,55713795.0021
2019-10-31,55814392.1584
2019-11-30,56248651.8352
2019-12-31,57600915.1495
2020-01-31,54553178.6622
2020-02-29,55270072.9076
2020-03-31,57505028.6316
2020-04-30,57015047.8942
2020-05-31,58111105.7338
2020-06-30,60431796.85
2020-07-31,59119263.6809
2020-08-31,60128909.7432
2020-09-30,60231212.0
2020-10-31,60918241.0
2020-11-30,61863217.0
2020-12-31,62558099.0
2021-01-31,62556381.0
2021-02-28,59348746.0
2021-03-31,61611317.0
2021-04-30,60542189.0
2021-05-31,61682832.0
2021-06-30,63747936.0
2021-07-31,62036705.0
2021-08-31,62665869.0
2021-09-30,62464568.0
2021-10-31,62608212.0
2021-11-30,63748204.0
2021-12-31,64744335.0
2022-01-31,61385935.0
2022-02-28,62161211.0
2022-03-31,64506380.0
2022-04-30,63613901.0
2022-05-31,64510752.0
2022-06-30,67437481.0
2022-07-31,66183233.0
2022-08-31,66460485.0
2022-09-30,66453517.0
2022-10-31,66214099.0
2022-11-30,66704261.0
2022-12-31,67167476.0
2023-01-31,65521416.0
2023-02-28,65793874.0
2023-03-31,67805963.0
2023-04-30,66976155.0
2023-05-31,67525298.0
2023-06-30,69559548.0
2023-07-31,67721892.0
